user,created,player_id
5f9dac81a4cd400274aea9a2,31-10-2020 23:57,143686413
5f9daa7aa4cd400274aea9a0,31-10-2020 23:48,143685990
5f9d92c6a4cd400274aea992,31-10-2020 22:07,143679502
5f9d9230a4cd400274aea98b,31-10-2020 22:04,143679340
5f9d9196a4cd400274aea984,31-10-2020 22:02,143679198
5f9d906aa4cd400274aea97d,31-10-2020 21:57,143678904
5f9d8f41a4cd400274aea976,31-10-2020 21:52,143678639
5f9d8eada4cd400274aea96f,31-10-2020 21:49,143678539
5f9d8e22a4cd400274aea968,31-10-2020 21:47,143678443
5f9d8db6a4cd400274aea961,31-10-2020 21:45,143677344
5f9d8d36a4cd400274aea95a,31-10-2020 21:43,143677227
5f9d8cada4cd400274aea952,31-10-2020 21:41,143677126
5f9d7aeba4cd400274aea942,31-10-2020 20:25,143672737
5f9d7862a4cd400274aea93e,31-10-2020 20:14,143672386
5f9d7508a4cd400274aea934,31-10-2020 20:00,143670891
5f9d70b8a4cd400274aea92c,31-10-2020 19:42,143670227
5f9d679ea4cd400274aea923,31-10-2020 19:03,143667520
5f9d6694a4cd400274aea921,31-10-2020 18:58,143667339
5f9d6413a4cd400274aea91f,31-10-2020 18:48,143666852
5f9d511ea4cd400274aea911,31-10-2020 17:27,143661614
5f9d4600a4cd400274aea8fa,31-10-2020 16:39,143659484
5f9d3aaca4cd400274aea8ee,31-10-2020 15:51,143655720
5f9d34c1a4cd400274aea8e4,31-10-2020 15:26,143654855
5f9d309ca4cd400274aea8d3,31-10-2020 15:08,143654043
5f9d2e77a4cd400274aea8cc,31-10-2020 14:59,143653573
5f9d2d5ba4cd400274aea8c3,31-10-2020 14:54,143653415
5f9d28a2a4cd400274aea8b2,31-10-2020 14:34,143651702
5f9d27b0a4cd400274aea8ab,31-10-2020 14:30,143651584
5f9d271fa4cd400274aea8a8,31-10-2020 14:28,143651501
5f9d26d1a4cd400274aea8a0,31-10-2020 14:26,143651462
5f9d257ca4cd400274aea896,31-10-2020 14:21,143651252
5f9d24c1a4cd400274aea894,31-10-2020 14:18,143651113
5f9d2497a4cd400274aea88c,31-10-2020 14:17,143651086
5f9d2473a4cd400274aea88a,31-10-2020 14:16,143651036
5f9d244fa4cd400274aea883,31-10-2020 14:16,143651003
5f9d238ca4cd400274aea881,31-10-2020 14:12,143650768
5f9d2348a4cd400274aea880,31-10-2020 14:11,143650703
5f9d1ee9a4cd400274aea87d,31-10-2020 13:53,143648744
5f9d11c8a4cd400274aea867,31-10-2020 12:57,143645622
5f9d01bba4cd400274aea853,31-10-2020 11:48,143641880
5f9cef11a4cd400274aea82d,31-10-2020 10:28,143638667
5f9ce78ea4cd400274aea823,31-10-2020 09:56,143637904
5f9ce281a4cd400274aea818,31-10-2020 09:35,143637589
5f9cd37ea4cd400274aea80c,31-10-2020 08:31,143636622
5f9c4356a4cd400274aea7e6,30-10-2020 22:16,143531604
5f9c4042a4cd400274aea7da,30-10-2020 22:03,143529600
5f9c3370a4cd400274aea7c7,30-10-2020 21:08,143523890
5f9c23f4a4cd400274aea7b8,30-10-2020 20:02,143519135
5f9c0b86a4cd400274aea78c,30-10-2020 18:18,143513047
5f9bff94a4cd400274aea786,30-10-2020 17:27,143509948
5f9bfaa9a4cd400274aea781,30-10-2020 17:06,143508844
5f9bf7aca4cd400274aea777,30-10-2020 16:53,143507213
5f9bf595a4cd400274aea775,30-10-2020 16:44,143506891
5f9bde35a4cd400274aea76c,30-10-2020 15:04,143500921
5f9bd384a4cd400274aea764,30-10-2020 14:19,143498058
5f9bd2cfa4cd400274aea763,30-10-2020 14:16,143497918
5f9bbd70a4cd400274aea75a,30-10-2020 12:44,143387994
5f9bbcc8a4cd400274aea758,30-10-2020 12:42,143387906
5f9bb963a4cd400274aea751,30-10-2020 12:27,143387511
5f9bb6d8a4cd400274aea74d,30-10-2020 12:16,143387131
5f9bb228a4cd400274aea749,30-10-2020 11:56,143385120
5f9bb223a4cd400274aea747,30-10-2020 11:56,143385114
5f9bade4a4cd400274aea741,30-10-2020 11:38,143383429
5f9ba61fa4cd400274aea734,30-10-2020 11:05,143380085
5f9b9d53a4cd400274aea724,30-10-2020 10:27,143378806
5f9b9949a4cd400274aea711,30-10-2020 10:10,143378410
5f9b9752a4cd400274aea707,30-10-2020 10:02,143378103
5f9b86b9a4cd400274aea702,30-10-2020 08:51,143374931
5f9b7d79a4cd400274aea6fc,30-10-2020 08:12,143374460
5f9b65ffa4cd400274aea6ef,30-10-2020 06:31,143372305
5f9b1c60a4cd400274aea6ea,30-10-2020 01:17,143363894
5f9b0733a4cd400274aea6e1,29-10-2020 23:47,143356388
5f9b0485a4cd400274aea6da,29-10-2020 23:35,143355960
5f9aeaf1a4cd400274aea6ce,29-10-2020 21:46,143313063
5f9aeac2a4cd400274aea6cc,29-10-2020 21:46,143313030
5f9ad5dca4cd400274aea6b4,29-10-2020 20:16,143300302
5f9aca24a4cd400274aea6a4,29-10-2020 19:26,143295579
5f9aae05a4cd400274aea690,29-10-2020 17:26,143282143
5f9aa12ba4cd400274aea68b,29-10-2020 16:32,143277449
5f9a9c15a4cd400274aea686,29-10-2020 16:10,143274212
5f9a8dc5a4cd400274aea67d,29-10-2020 15:09,143266129
5f9a829da4cd400274aea676,29-10-2020 14:21,143256004
5f9a6dcaa4cd400274aea65b,29-10-2020 12:52,143248014
5f9a662ca4cd400274aea64a,29-10-2020 12:20,143245918
5f9a56cda4cd400274aea637,29-10-2020 11:14,143240026
5f9a5275a4cd400274aea62f,29-10-2020 10:56,143239319
5f9a4a1fa4cd400274aea627,29-10-2020 10:20,143238584
5f9a476fa4cd400274aea61f,29-10-2020 10:09,143238245
5f9a3004a4cd400274aea610,29-10-2020 08:29,143234692
5f99dc94a4cd400274aea5fe,29-10-2020 02:33,143228281
5f99ae03a4cd400274aea5e7,28-10-2020 23:14,143210916
5f99a236a4cd400274aea5d8,28-10-2020 22:24,143206429
5f999733a4cd400274aea5ce,28-10-2020 21:37,143199863
5f999487a4cd400274aea5cc,28-10-2020 21:25,143199468
5f9986e2a4cd400274aea5ba,28-10-2020 20:27,143193653
5f9979f7a4cd400274aea5ad,28-10-2020 19:32,143188748
5f99705aa4cd400274aea5a2,28-10-2020 18:51,143185900
5f9964e6a4cd400274aea58e,28-10-2020 18:02,143181068
5f995df7a4cd400274aea587,28-10-2020 17:33,143178559
5f995d9fa4cd400274aea580,28-10-2020 17:31,143178517
5f995b77a4cd400274aea577,28-10-2020 17:22,143178169
5f994eb9a4cd400274aea571,28-10-2020 16:28,143173037
5f994da8a4cd400274aea56c,28-10-2020 16:23,143172877
5f994d87a4cd400274aea56a,28-10-2020 16:22,143172861
5f994ce0a4cd400274aea569,28-10-2020 16:20,143172759
5f9945b2a4cd400274aea562,28-10-2020 15:49,143170161
5f993489a4cd400274aea556,28-10-2020 14:36,143163049
5f992e3fa4cd400274aea552,28-10-2020 14:09,143160946
5f99288ca4cd400274aea54c,28-10-2020 13:45,143158758
5f99243ca4cd400274aea544,28-10-2020 13:26,143156802
5f991a18a4cd400274aea538,28-10-2020 12:43,143153806
5f9917bfa4cd400274aea52f,28-10-2020 12:33,143153513
5f9915a8a4cd400274aea524,28-10-2020 12:24,143153227
5f991327a4cd400274aea51c,28-10-2020 12:13,143150776
5f9911cba4cd400274aea514,28-10-2020 12:08,143150501
5f990f70a4cd400274aea511,28-10-2020 11:58,143150007
5f98f021a4cd400274aea4f7,28-10-2020 09:44,143142298
5f98de6da4cd400274aea4ec,28-10-2020 08:28,143139554
5f98dc6aa4cd400274aea4e8,28-10-2020 08:20,143139475
5f98d0bda4cd400274aea4e1,28-10-2020 07:30,143138865
5f9896dca4cd400274aea4ce,28-10-2020 03:23,143133854
5f986a8da4cd400274aea4bd,28-10-2020 00:14,143124667
5f9869f3a4cd400274aea4ba,28-10-2020 00:11,143124588
5f9869f1a4cd400274aea4b9,28-10-2020 00:11,143124578
5f9868f2a4cd400274aea4b7,28-10-2020 00:07,143124075
5f9868e7a4cd400274aea4b5,28-10-2020 00:07,143124069
5f9867b9a4cd400274aea4b4,28-10-2020 00:02,143123867
5f986782a4cd400274aea4b2,28-10-2020 00:01,143123819
5f98676fa4cd400274aea4b0,28-10-2020 00:01,143123798
5f985a81a4cd400274aea4a6,27-10-2020 23:06,143118154
5f9859d0a4cd400274aea4a3,27-10-2020 23:03,143118025
5f985862a4cd400274aea49c,27-10-2020 22:56,143117725
5f984f34a4cd400274aea496,27-10-2020 22:17,143113340
5f983df3a4cd400274aea47e,27-10-2020 21:04,143046769
5f983db4a4cd400274aea47c,27-10-2020 21:03,143046697
5f98329ca4cd400274aea45e,27-10-2020 20:15,143042548
5f982f04a4cd400274aea458,27-10-2020 20:00,143038530
5f982de6a4cd400274aea452,27-10-2020 19:55,143036788
5f982dafa4cd400274aea44f,27-10-2020 19:54,143036761
5f982b8da4cd400274aea44a,27-10-2020 19:45,143036411
5f982b7ba4cd400274aea449,27-10-2020 19:45,143036395
5f982b69a4cd400274aea441,27-10-2020 19:45,143035369
5f982882a4cd400274aea42c,27-10-2020 19:32,143033751
5f982768a4cd400274aea428,27-10-2020 19:28,143033574
5f98272ca4cd400274aea426,27-10-2020 19:27,143033534
5f98248da4cd400274aea40e,27-10-2020 19:15,143030443
5f9821e4a4cd400274aea3f7,27-10-2020 19:04,143028435
5f982063a4cd400274aea3ec,27-10-2020 18:58,143026315
5f982031a4cd400274aea3e4,27-10-2020 18:57,143026227
5f98201ea4cd400274aea3e2,27-10-2020 18:56,143026201
5f981fcca4cd400274aea3e1,27-10-2020 18:55,143026104
5f981f8ca4cd400274aea3df,27-10-2020 18:54,143025977
5f981f6ba4cd400274aea3dd,27-10-2020 18:53,143025947
5f981f5aa4cd400274aea3d6,27-10-2020 18:53,143025926
5f981f41a4cd400274aea3d4,27-10-2020 18:53,143025893
5f981f39a4cd400274aea3d3,27-10-2020 18:53,143025884
5f981ed9a4cd400274aea3cf,27-10-2020 18:51,143025779
5f981eaaa4cd400274aea3cc,27-10-2020 18:50,143025751
5f981e2aa4cd400274aea3c3,27-10-2020 18:48,143025618
5f981e11a4cd400274aea3bf,27-10-2020 18:48,143025602
5f981d7aa4cd400274aea3bd,27-10-2020 18:45,143025476
5f981c86a4cd400274aea3b6,27-10-2020 18:41,143025266
