f_player_id,buyin,f_name,f_tournament_id,f_playing_time_limit,f_ticket_distribution,date
13438,110.0000,"Time Crunch (15 min)",135354824,900,,"2020-09-01 19:59:57"
13459,1100.0000,"Half Rebuy StackUp",134911308,0,,"2020-09-01 19:59:57"
13477,12.0000,"Time Crunch (15 min)",135630621,900,,"2020-09-03 15:34:55"
13536,770.0000,"StackUp Lite",138093817,0,,"2020-09-01 19:59:57"
13545,770.0000,"StackUp Lite",138093817,0,,"2020-09-01 19:59:57"
13594,550.0000,"Time Crunch (15 min)",136573929,900,,"2020-09-09 17:34:57"
13622,770.0000,"StackUp Lite",138093817,0,,"2020-09-02 19:59:57"
13690,550.0000,"Mini StackUp",134911203,0,,"2020-09-01 14:29:50"
13714,110.0000,"Time Crunch (15 min)",140965896,900,,"2020-10-11 14:26:58"
13992,176.0000,"2 Tkt Satty Afternoon Turbo",135415190,900,G,"2020-09-02 14:29:51"
14213,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
15770,990.0000,"PPS #21 - Master Blaster 1E",137449276,0,G,"2020-09-20 17:59:55"
44080,1100.0000,"SM #4 Sunday StackUp (6 Max)",139670014,0,,"2020-10-04 19:29:55"
44765,550.0000,"Mini StackUp",134911203,0,,"2020-09-01 14:29:50"
44827,1650.0000,StackUp,134911310,0,,"2020-09-02 19:59:57"
67004,880.0000,"Afternoon Turbo",134911213,0,,"2020-09-01 16:29:55"
72793,0.0000,"private SNG",138700060,0,,"2020-09-24 14:36:37"
75082,550.0000,"Mini StackUp",138093726,0,,"2020-09-01 13:29:50"
143003,550.0000,"Time Crunch (15 min)",144199671,900,,"2020-11-05 14:51:55"
166571,11.0000,"Texas Madness - Half Price Rebuy",138643191,0,,"2020-09-01 14:29:55"
173943,176.0000,"10 Tkt Satty PPS - Yorker",137671124,3300,G,"2020-09-17 19:59:55"
186454,770.0000,"StackUp Lite",138093817,0,,"2020-09-06 12:59:57"
198870,110.0000,"10K @ 9 PM",137993091,0,,"2020-09-19 20:59:55"
199914,110.0000,"Time Crunch (15 min)",135918597,900,,"2020-09-05 17:26:55"
218253,0.0000,"Daily Freeroll PLO",135242256,0,,"2020-09-01 16:29:55"
230101,0.0000,"Daily Freeroll NLH - Satty",135573129,0,G,"2020-09-03 12:59:55"
252027,0.0000,"Daily Freeroll NLH",135242234,0,,"2020-09-01 22:59:55"
286489,550.0000,"Bounty 15K @ 12 AM",144499548,0,,"2020-11-07 23:59:50"
301478,1100.0000,"Half Rebuy StackUp",134911308,0,,"2020-09-01 19:59:57"
311909,66.0000,"Turbo Luncheon @1:30PM",142084137,0,,"2020-10-20 13:29:50"
313496,0.0000,"Daily Freeroll PLO",142708771,0,,"2020-10-25 08:59:56"
313862,88.0000,"Work From Home",138923633,0,,"2020-09-26 15:29:55"
314200,220.0000,"10 Tkt Satty Stackup",135364723,3300,G,"2020-09-02 17:59:55"
321565,1100.0000,"SM #4 Sunday StackUp (6 Max)",141937084,0,,"2020-10-25 19:29:55"
330749,550.0000,"PBCI Tournament",139803502,0,,"2020-10-02 20:59:55"
337371,880.0000,"Afternoon Turbo",134907864,0,,"2020-09-02 16:29:55"
349855,1650.0000,StackUp,139107577,0,,"2020-09-30 19:59:55"
359213,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
361481,0.0000,"Daily Mega Freeroll",137671090,0,,"2020-09-17 15:59:55"
361976,11.0000,"Texas Madness - Half Price Rebuy",144053283,0,,"2020-11-04 20:29:50"
365894,770.0000,"StackUp Lite",138093817,0,,"2020-09-11 20:59:55"
385158,110.0000,"10K @ 9 PM",138643185,0,,"2020-09-01 19:59:57"
401331,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",135364685,3600,,"2020-09-02 13:59:55"
406724,0.0000,"Daily Mega Freeroll",135242258,0,,"2020-09-01 15:59:55"
414141,110.0000,"Time Crunch (15 min)",137466931,900,,"2020-09-15 10:54:55"
419356,0.0000,"Daily Freeroll PLO",142959815,0,,"2020-10-27 16:59:55"
424138,12.0000,"Time Crunch (15 min)",135294271,900,,"2020-09-01 14:28:55"
440578,220.0000,"Warm Up Turbo",138786447,0,,"2020-09-03 13:29:52"
448941,0.0000,"Daily Freeroll NLH",135242240,0,,"2020-09-01 07:59:55"
463848,770.0000,"StackUp Lite",139107573,0,,"2020-09-28 19:59:55"
469154,0.0000,"Daily Freeroll NLH - Nano Package",138643249,0,G,"2020-09-01 12:59:55"
487018,0.0000,"Daily Mega Freeroll",135242258,0,,"2020-09-01 15:59:55"
495981,770.0000,"StackUp Lite",135981658,0,,"2020-09-10 19:59:55"
499994,770.0000,"StackUp Lite",138093817,0,,"2020-09-02 17:59:55"
512665,1650.0000,StackUp,134911310,0,,"2020-09-02 19:59:57"
526508,770.0000,"StackUp Lite",134911312,0,,"2020-09-03 19:59:55"
560274,110.0000,"Office Rush Time @ 9:30 AM",135696538,1800,,"2020-09-04 09:29:50"
587765,550.0000,"Mini StackUp",135981558,0,,"2020-09-11 14:29:50"
595077,0.0000,"Daily Freeroll NLH",135696548,0,,"2020-09-04 17:59:55"
600468,110.0000,"2 Tkt Satty Turbo Nightout",136003339,900,G,"2020-09-06 00:59:55"
603542,11.0000,"Texas Madness - Half Price Rebuy",138643191,0,,"2020-09-01 21:59:55"
610441,0.0000,"Daily Freeroll NLH",135242236,0,,"2020-09-01 05:59:55"
638018,12.0000,"Time Crunch (15 min)",137156683,900,,"2020-09-13 19:28:55"
681106,110.0000,"2 Tkt Satty Turbo Nightout",135699873,780,G,"2020-09-04 00:44:55"
682250,550.0000,"Turbo Nightout @ 1 AM",135075821,0,,"2020-09-01 00:59:55"
703664,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
703944,110.0000,"10 Tkt Satty Main Event Flight 1B",135847913,3300,G,"2020-09-05 12:29:55"
734361,880.0000,"SM #1 - Sunday Shootout PKO",140126263,0,,"2020-10-11 12:29:55"
734671,880.0000,"StackUp Turbo",134911199,0,,"2020-09-04 19:59:55"
738791,220.0000,"3 Tkt Turbo Yorker",135810292,900,G,"2020-09-04 22:59:55"
740998,770.0000,"StackUp Lite",138093817,0,,"2020-09-05 17:59:55"
742516,880.0000,"Turbo Yorker @ 10:30 PM",136909977,0,,"2020-09-12 22:29:55"
743261,880.0000,"Afternoon Turbo",134911213,0,,"2020-09-01 16:29:55"
746485,550.0000,"Turbo Nightout @ 1 AM",135841360,0,,"2020-09-06 00:59:55"
762515,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
780045,110.0000,"2 Tkt Satty Turbo Nightout",137879287,840,G,"2020-09-18 01:44:56"
794939,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
795017,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
795055,0.0000,"Daily Freeroll PLO - Nano Package",139412502,0,G,"2020-09-29 23:59:55"
815722,0.0000,"Daily Freeroll NLH",135696552,0,,"2020-09-04 22:59:55"
829754,1650.0000,StackUp,134911310,0,,"2020-09-02 19:59:57"
833182,550.0000,"Time Crunch (15 min)",135243237,900,,"2020-09-01 00:26:57"
834724,110.0000,"10K @ 9 PM",143849962,0,,"2020-11-03 20:59:55"
835065,220.0000,"10 Tkt Satty Half Rebuy Stackup",135242286,3300,G,"2020-09-01 18:59:55"
838099,880.0000,"Turbo Yorker",145220336,0,,"2020-11-12 22:29:55"
843777,550.0000,"Mini StackUp",138093726,0,,"2020-09-12 19:59:56"
845009,0.0000,"Daily Freeroll NLH",135665704,0,,"2020-09-04 03:59:55"
845295,0.0000,"Daily Freeroll NLH - Nano Package",139301010,0,G,"2020-09-29 21:59:55"
845302,550.0000,"ME 1B - SM #5 Main Event",135775571,0,G,"2020-09-05 15:59:55"
846834,550.0000,"Mini StackUp",135700077,0,,"2020-09-04 14:29:50"
849390,110.0000,"The Royal Battle",137874032,0,,"2020-09-18 17:59:50"
849688,0.0000,"Daily Freeroll NLH",143123707,0,,"2020-10-28 06:59:55"
849961,0.0000,"Daily Freeroll PLO",143519093,0,,"2020-10-31 04:59:55"
852969,990.0000,"PPS #11 - Master Blaster 1B",137449270,0,G,"2020-09-18 20:59:55"
863711,11.0000,"Texas Madness - Half Price Rebuy",145331966,0,,"2020-11-13 20:29:50"
866502,110.0000,"10K @ 9 PM",138643185,0,,"2020-09-22 13:59:55"
876115,0.0000,"Daily Mega Freeroll",137048405,0,,"2020-09-13 15:59:55"
877906,137.0000,"3 Tkts Mini StackUp",138849380,900,G,"2020-09-01 10:54:55"
883790,550.0000,"Mini StackUp",134911207,0,,"2020-09-03 14:29:50"
887232,220.0000,"Warm Up Turbo",135242272,0,,"2020-09-01 13:29:55"
903202,0.0000,"private SNG",138700060,0,,"2020-09-24 14:36:37"
904522,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
912773,12.0000,"Time Crunch (15 min)",136084855,900,,"2020-09-06 17:54:58"
912842,0.0000,"Daily Freeroll NLH",135364665,0,,"2020-09-02 17:59:55"
913450,110.0000,"Time Crunch (15 min)",135405949,900,,"2020-09-02 13:26:55"
919925,0.0000,"Daily Freeroll NLH",135242252,0,,"2020-09-01 14:59:55"
939847,0.0000,"Daily Freeroll NLH",141011131,0,,"2020-10-12 03:59:55"
945299,176.0000,"20 Tkt Satty Sunday Shootout",135978553,5100,G,"2020-09-06 10:59:55"
947860,0.0000,"Daily Freeroll NLH",136616152,0,,"2020-09-10 14:59:55"
955937,12.0000,"Time Crunch (15 min)",141421722,900,,"2020-10-15 00:34:55"
956222,0.0000,"Daily Freeroll PLO",143519093,0,,"2020-10-31 04:59:55"
960629,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
967959,0.0000,"Daily Freeroll NLH",140617341,0,,"2020-10-08 20:59:55"
969911,550.0000,"PPS #1 - PowerPlay PKO",137714744,0,,"2020-09-17 13:59:55"
989608,110.0000,"10K @ 9 PM",135242206,0,,"2020-09-01 20:59:55"
989824,0.0000,"Daily Freeroll NLH",145331976,0,,"2020-11-13 22:59:55"
1006926,0.0000,"Daily Freeroll PLO",143519093,0,,"2020-10-31 04:59:55"
1026139,1650.0000,StackUp,139107577,0,,"2020-09-30 19:59:55"
1030619,770.0000,"StackUp Lite @ 8 PM",136911900,0,,"2020-09-12 19:59:56"
1037568,880.0000,"Turbo Yorker",139305756,0,,"2020-10-01 22:29:56"
1039411,0.0000,"Daily Freeroll PLO",135242256,0,,"2020-09-01 16:59:55"
1039454,0.0000,"Daily Freeroll NLH",135665698,0,,"2020-09-04 00:59:55"
1046689,1650.0000,StackUp,134911310,0,,"2020-09-02 19:59:57"
1049720,880.0000,"Turbo Yorker",134911191,0,,"2020-09-01 22:29:55"
1049767,1100.0000,"SM #4 Sunday StackUp (6 Max)",140297543,0,,"2020-10-11 19:29:55"
1063401,880.0000,"StackUp Turbo",143687301,0,,"2020-11-06 19:59:55"
1069530,165.0000,"10 Tkt Satty Half Rebuy Stackup",135242294,3300,G,"2020-09-01 17:59:55"
1069619,880.0000,"Afternoon PKO (25 % Bounty)",134911215,0,,"2020-09-03 16:29:55"
1074451,550.0000,"Time Crunch (15 min)",135243237,900,,"2020-09-01 00:26:57"
1076691,176.0000,"2 Tkt Satty Afternoon Turbo",135317998,900,G,"2020-09-01 17:44:55"
1088511,110.0000,"Power Nap @ 12:30 AM",137204921,0,,"2020-09-15 00:29:50"
1096954,0.0000,"Daily Freeroll NLH",136141997,0,,"2020-09-07 22:59:55"
1097524,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1098136,0.0000,"Daily Freeroll NLH",143123715,0,,"2020-10-28 10:59:55"
1112389,770.0000,"StackUp Lite @ 8 PM",137557606,0,,"2020-09-16 19:59:56"
1112762,110.0000,"10K @ 9 PM",135364641,0,,"2020-09-02 20:59:55"
1114111,110.0000,"10K @ 9 PM",135364641,0,,"2020-09-02 19:59:57"
1123399,0.0000,"Daily Mega Freeroll",135573113,0,,"2020-09-03 15:59:55"
1129555,0.0000,"Daily Mega Freeroll",135573113,0,,"2020-09-03 15:59:55"
1141070,550.0000,"PPS #1 - PowerPlay PKO",137714744,0,,"2020-09-17 13:59:55"
1145691,0.0000,"Daily Mega Freeroll",135978515,0,,"2020-09-06 15:59:56"
1147382,550.0000,"Mini StackUp",138093726,0,,"2020-09-10 22:09:55"
1147538,110.0000,"10 Tkt Satty Mini Stackup",136141914,3300,G,"2020-09-07 13:29:50"
1152045,110.0000,"2 Tkt Satty PPS #1 - PowerPlay PKO",137676496,900,G,"2020-09-17 11:29:55"
1157407,55.0000,"Time Crunch (15 min)",140656920,900,,"2020-10-08 15:59:55"
1159039,12.0000,"Time Crunch (15 min)",135260924,900,,"2020-09-01 00:34:55"
1161575,0.0000,"Daily Freeroll NLH",142610615,0,,"2020-10-24 10:59:55"
1165630,12.0000,"Time Crunch (15 min)",145504741,900,,"2020-11-14 13:54:55"
1166145,0.0000,"Daily Freeroll PLO",138188069,0,,"2020-09-21 01:59:55"
1170768,880.0000,"SM #1 - Sunday Shootout PKO",141972405,0,,"2020-10-25 12:29:55"
1177635,110.0000,"10K @ 9 PM",135696530,0,,"2020-09-04 20:59:55"
1187169,1100.0000,"ME 1A - SM #5 Main Event",136494640,0,G,"2020-09-11 20:59:55"
1195600,0.0000,"Daily Freeroll PLO - Nano Package",145370651,0,G,"2020-11-13 23:59:56"
1195668,0.0000,"Daily Freeroll NLH",135978503,0,,"2020-09-06 10:59:55"
1195948,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1200312,12.0000,"Time Crunch (15 min)",137208289,900,,"2020-09-13 23:59:55"
1206515,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",141043798,3600,,"2020-10-12 13:59:55"
1217548,880.0000,"SM #1 - Sunday Shootout PKO",135086996,0,,"2020-09-06 12:29:55"
1218668,550.0000,"PPS #1 - PowerPlay PKO",137714744,0,,"2020-09-17 13:59:55"
1220167,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1220350,110.0000,"The Royal Battle",141043814,0,,"2020-10-12 17:59:55"
1222386,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1223757,110.0000,"10 Tkt Satty Mini Stackup",135696604,3300,G,"2020-09-04 13:29:55"
1225471,0.0000,"Daily Freeroll NLH",135696556,0,,"2020-09-04 06:59:55"
1226018,1100.0000,"Half Rebuy StackUp",134911308,0,,"2020-09-01 19:59:57"
1227859,0.0000,"Daily Freeroll PLO - Nano Package",136213710,0,G,"2020-09-07 23:59:55"
1234755,990.0000,"Saturday StackUp @ 8 PM",141723403,0,,"2020-10-17 19:59:57"
1238050,880.0000,"Afternoon Turbo",135981562,0,,"2020-09-08 16:29:55"
1244258,176.0000,"10 Tkt Satty Afternoon Turbo",134907872,3300,G,"2020-09-01 14:29:50"
1244478,12.0000,"Time Crunch (15 min)",135664252,900,,"2020-09-03 19:54:55"
1248611,110.0000,"20K @ 9 PM - Sunday Spl.",135978531,0,,"2020-09-06 20:59:55"
1267996,176.0000,"10 Tkt Satty Afternoon Turbo",134907872,3300,G,"2020-09-01 15:29:55"
1268455,55.0000,"Time Crunch (15 min)",136437132,900,,"2020-09-08 23:49:55"
1269573,110.0000,"Time Crunch (15 min)",137050209,900,,"2020-09-13 00:26:55"
1270783,55.0000,"Time Crunch (15 min)",135292071,900,,"2020-09-01 14:09:55"
1274652,110.0000,"Time Crunch (15 min)",135360814,900,,"2020-09-01 23:26:56"
1275927,110.0000,"10K @ 9 PM",135242206,0,,"2020-09-01 20:59:55"
1276017,110.0000,"Time Crunch (15 min)",140965896,900,,"2020-10-11 14:26:58"
1276325,0.0000,"Daily Freeroll NLH",139520360,0,,"2020-09-30 22:59:55"
1276939,0.0000,"Daily Freeroll NLH",136287642,0,,"2020-09-08 22:59:55"
1279411,550.0000,"PBCI Tournament",141774267,0,,"2020-10-17 20:59:55"
1282040,55.0000,"Time Crunch (15 min)",135299362,900,,"2020-09-01 15:09:55"
1283560,0.0000,"Daily Freeroll PLO - Nano Package",135306681,0,G,"2020-09-01 23:59:55"
1286292,770.0000,"StackUp Lite",134911312,0,,"2020-09-03 19:59:55"
1286450,0.0000,"Daily Freeroll PLO",136754368,0,,"2020-09-11 16:59:56"
1287201,0.0000,"Daily Freeroll NLH - Satty",135573129,0,G,"2020-09-03 12:59:55"
1290184,0.0000,"Daily Freeroll PLO",143519093,0,,"2020-10-31 04:59:55"
1290291,110.0000,"2 Tkt Satty Turbo Nightout",135366983,900,G,"2020-09-02 00:59:55"
1291400,880.0000,"Turbo Yorker",134911193,0,,"2020-09-02 22:29:55"
1291813,12.0000,"Time Crunch (15 min)",135630621,900,,"2020-09-03 15:34:55"
1293708,10.0000,"PKO Nano",139106761,0,,"2020-09-27 18:29:55"
1293812,0.0000,"Daily Freeroll NLH",135364687,0,,"2020-09-02 14:59:55"
1294866,0.0000,"Daily Freeroll PLO - Nano Package",137831709,0,G,"2020-09-17 23:59:56"
1295062,1100.0000,"SM #4 Sunday StackUp (6 Max)",141046043,0,,"2020-10-18 19:29:55"
1298995,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1299382,880.0000,"PPS #12 - Yorker",137712676,0,,"2020-09-18 22:29:55"
1299517,0.0000,"Daily Freeroll NLH",138501409,0,,"2020-09-23 18:59:55"
1301500,550.0000,"ME 1D- SM #5 Main Event",135775573,0,G,"2020-09-06 12:59:57"
1302889,770.0000,"StackUp Lite",138093817,0,,"2020-09-01 18:59:55"
1306333,66.0000,"Turbo Luncheon @1:30PM",135242204,0,,"2020-09-01 13:29:50"
1307845,176.0000,"10 Tkt Satty Afternoon Turbo",134907872,3300,G,"2020-09-01 14:29:50"
1307967,12.0000,"Time Crunch (15 min)",139817188,900,,"2020-10-02 21:28:55"
1319974,0.0000,"Daily Freeroll NLH",139106668,0,,"2020-09-27 07:59:55"
1324544,0.0000,"Daily Mega Freeroll",135242258,0,,"2020-09-01 15:59:55"
1337775,1100.0000,"Half Rebuy StackUp",138093813,0,,"2020-09-22 19:59:55"
1339581,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1340560,0.0000,"Daily Freeroll NLH - Satty",135242282,0,G,"2020-09-01 12:59:55"
1344937,110.0000,"The Royal Battle",142383073,0,,"2020-10-22 17:59:55"
1347803,0.0000,"Daily Freeroll PLO",135242248,0,,"2020-09-01 12:00:00"
1351722,0.0000,"Daily Freeroll PLO",140808307,0,,"2020-10-10 11:59:55"
1351840,110.0000,"Time Crunch (15 min)",139869483,900,,"2020-10-03 11:27:00"
1352826,0.0000,"Daily Freeroll PLO - Nano Package",135521609,0,G,"2020-09-02 23:59:55"
1358373,0.0000,"Daily Freeroll PLO - Nano Package",143504092,0,G,"2020-10-30 23:59:56"
1365361,0.0000,"Daily Freeroll NLH",137048387,0,,"2020-09-13 07:59:55"
1375130,550.0000,"Turbo Nightout @ 1 AM",135075821,0,,"2020-09-01 00:59:55"
1376790,0.0000,"Daily Freeroll NLH",136712679,0,,"2020-09-11 00:59:55"
1377935,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1387642,66.0000,"Turbo Luncheon @1:30PM",136141967,0,,"2020-09-07 13:29:50"
1392057,110.0000,"Office Rush Time @ 9:30 AM",135573075,1800,,"2020-09-03 09:29:50"
1397566,0.0000,"Daily Freeroll NLH - Satty",136754386,0,G,"2020-09-11 12:59:55"
1400893,0.0000,"Daily Freeroll NLH - Nano Package",140223058,0,G,"2020-10-06 21:59:55"
1402111,770.0000,"SM #3 - StackUp Lite (6 Max)",135140239,0,,"2020-09-06 18:59:55"
1403266,0.0000,"Daily Freeroll NLH - Satty",137555620,0,G,"2020-09-16 12:59:55"
1403367,550.0000,"Time Crunch (15 min)",136716607,900,,"2020-09-10 20:41:55"
1403434,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",135573105,3600,,"2020-09-03 13:59:55"
1403810,0.0000,"Daily Mega Freeroll",135364693,0,,"2020-09-02 15:59:55"
1404882,550.0000,"Turbo Nightout @ 1 AM",135075821,0,,"2020-09-01 00:59:55"
1408129,0.0000,"Daily Freeroll NLH",144158147,0,,"2020-11-05 20:59:55"
1409144,0.0000,"Daily Freeroll NLH",137011432,0,,"2020-09-13 03:59:55"
1409653,0.0000,"Daily Freeroll NLH",135242238,0,,"2020-09-01 06:59:55"
1412066,66.0000,"Turbo Luncheon @1:30PM",136754322,0,,"2020-09-11 13:29:50"
1413542,0.0000,"Daily Freeroll PLO",135978513,0,,"2020-09-06 16:59:55"
1416641,0.0000,"Daily Freeroll NLH",135163631,0,,"2020-09-01 00:59:55"
1424781,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1426948,165.0000,"10 Tkt Satty Half Rebuy Stackup",138367459,3300,G,"2020-09-22 17:59:55"
1432784,176.0000,"10 Tkt Satty Turbo Yorker",139206200,3300,G,"2020-09-28 21:29:55"
1433073,110.0000,"Time Crunch (15 min)",136875445,900,,"2020-09-11 21:26:55"
1434360,0.0000,"Daily Freeroll NLH",139838277,0,,"2020-10-03 20:59:55"
1436088,550.0000,"Mini StackUp",138093726,0,,"2020-09-01 19:59:57"
1438562,12.0000,"Time Crunch (15 min)",136572831,900,,"2020-09-09 16:29:55"
1455496,0.0000,"Daily Freeroll PLO",140808307,0,,"2020-10-10 11:59:55"
1455773,88.0000,"2 Tkt Satty Mini StackUp",135284354,900,G,"2020-09-01 13:09:55"
1458204,770.0000,"StackUp Lite @ 8 PM",135825454,0,,"2020-09-05 19:59:55"
1459270,0.0000,"Daily Freeroll NLH - Satty",135242282,0,G,"2020-09-01 12:59:55"
1463434,550.0000,"Turbo Nightout @ 1 AM",135376547,0,,"2020-09-03 00:59:55"
1463708,55.0000,"Time Crunch (15 min)",142647414,900,,"2020-10-24 14:09:55"
1468506,55.0000,"Time Crunch (15 min)",142224650,900,,"2020-10-21 09:59:55"
1469537,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1470667,0.0000,"Daily Freeroll NLH",138367409,0,,"2020-09-22 22:29:55"
1475640,0.0000,"Daily Freeroll PLO",142959815,0,,"2020-10-27 16:59:55"
1476393,1100.0000,"Half Rebuy StackUp",134911308,0,,"2020-09-01 19:59:57"
1477170,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1487033,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1487412,220.0000,"2 Tkt Satty Half Rebuy Stackup",135342064,900,G,"2020-09-01 21:29:55"
1497845,990.0000,"PPS #17 - Master Blaster 1C",137449272,0,G,"2020-09-19 20:59:55"
1499526,0.0000,"Daily Mega Freeroll",135364693,0,,"2020-09-02 15:59:55"
1506348,0.0000,"Daily Mega Freeroll",136287666,0,,"2020-09-08 15:59:55"
1516021,0.0000,"Daily Freeroll NLH",135242246,0,,"2020-09-01 10:59:57"
1523784,0.0000,"Daily Freeroll NLH",143850002,0,,"2020-11-03 14:29:55"
1524272,0.0000,"Daily Freeroll NLH",138367419,0,,"2020-09-22 09:59:55"
1525208,770.0000,"SM #3 - StackUp Lite (6 Max)",137051622,0,,"2020-09-13 19:59:55"
1525666,154.0000,"2 Tkt Satty Stackup Lite",135665710,900,G,"2020-09-03 19:59:50"
1526982,0.0000,"Daily Freeroll NLH - Satty",137671106,0,G,"2020-09-17 12:59:55"
1589732,880.0000,"Afternoon Turbo",134911213,0,,"2020-09-01 16:29:55"
1593248,0.0000,"Daily Freeroll NLH - Nano Package",139838321,0,G,"2020-10-03 21:59:55"
1608807,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",142195116,3600,,"2020-10-21 13:59:55"
1612920,0.0000,"Daily Mega Freeroll",135242258,0,,"2020-09-01 15:59:55"
1613015,0.0000,"Daily Freeroll NLH",137555586,0,,"2020-09-16 10:59:55"
1613109,0.0000,"Daily Freeroll NLH - Nano Package",135242284,0,G,"2020-09-01 21:59:55"
1613788,6.0000,"PLO Nano",144721697,0,,"2020-11-09 16:29:55"
1620601,66.0000,"Turbo Luncheon @1:30PM",136902705,0,,"2020-09-12 13:29:50"
1643121,0.0000,"Daily Freeroll PLO",135242256,0,,"2020-09-01 16:59:55"
1647219,110.0000,"Time Crunch (15 min)",135344597,900,,"2020-09-01 21:26:55"
1647735,0.0000,"Daily Freeroll NLH - Nano Package",138643249,0,G,"2020-09-01 14:59:55"
1650684,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",137993129,3600,,"2020-09-19 13:59:56"
1653963,55.0000,"Satty Mini StackUp @ 11 AM",135242288,0,G,"2020-09-01 10:59:50"
1659862,0.0000,"Daily Freeroll PLO - Nano Package",137499817,0,G,"2020-09-15 23:59:55"
1660335,770.0000,"StackUp Lite",138093817,0,,"2020-09-01 19:59:57"
1673303,110.0000,"10 Tkt Satty StackUp",137146441,2700,G,"2020-09-13 16:29:50"
1680553,55.0000,"Time Crunch (15 min)",135271858,900,,"2020-09-01 07:59:55"
1681274,770.0000,"StackUp Lite",138093817,0,,"2020-09-06 14:29:57"
1681308,0.0000,"Daily Freeroll NLH",140493856,0,,"2020-10-08 00:59:55"
1682603,0.0000,"Raina Freeroll",141239703,0,,"2020-10-27 18:59:57"
1684581,0.0000,"Daily Freeroll PLO",135696574,0,,"2020-09-04 16:59:55"
1685358,110.0000,"Time Crunch (15 min)",141738435,900,,"2020-10-17 09:59:55"
1686439,0.0000,"Daily Freeroll NLH - Nano Package",135978535,0,G,"2020-09-06 21:59:55"
1691703,12.0000,"Time Crunch (15 min)",137048411,900,,"2020-09-13 00:04:55"
1691856,12.0000,"Time Crunch (15 min)",144305560,900,,"2020-11-06 10:54:55"
1694580,55.0000,"Morning Grind",137443289,0,,"2020-09-15 11:29:55"
1696041,0.0000,"Daily Mega Freeroll",135696576,0,,"2020-09-04 15:59:55"
1698382,0.0000,"Daily Freeroll NLH",135337434,0,,"2020-09-02 02:59:55"
1705849,0.0000,"Daily Freeroll NLH",139735542,0,,"2020-10-02 22:59:55"
1708209,0.0000,"Daily Mega Freeroll",135242258,0,,"2020-09-01 15:59:55"
1712525,11.0000,"Texas Madness - Half Price Rebuy",135978475,0,,"2020-09-06 20:29:50"
1713878,12.0000,"Time Crunch (15 min)",135580976,900,,"2020-09-03 01:28:55"
1726521,110.0000,"20K @ 9 PM - Sunday Spl.",138090989,0,,"2020-09-20 20:59:55"
1732930,0.0000,"Daily Freeroll NLH",145184311,0,,"2020-11-12 22:59:55"
1733136,55.0000,"5 Tkt Satty Main Event Flight",135292868,3300,G,"2020-09-01 17:59:55"
1734127,0.0000,"Daily Freeroll NLH - Nano Package",141933099,0,G,"2020-10-19 21:59:55"
1738456,0.0000,"Daily Mega Freeroll",135242258,0,,"2020-09-01 15:59:55"
1762337,880.0000,"Afternoon PKO (25 % Bounty)",134911215,0,,"2020-09-03 16:29:55"
1765838,1650.0000,StackUp,135981656,0,,"2020-09-09 19:59:55"
1767504,0.0000,"Daily Freeroll PLO",135823940,0,,"2020-09-05 16:59:55"
1768764,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",135573105,3600,,"2020-09-03 13:59:55"
1793502,0.0000,"Daily Freeroll NLH (1 Hour Timed Crunch)",136142013,3600,,"2020-09-07 13:59:55"
1806120,0.0000,"Daily Freeroll PLO - Nano Package",141107227,0,G,"2020-10-12 23:59:55"
1817614,0.0000,"Daily Mega Freeroll",135573113,0,,"2020-09-03 15:59:55"
1823562,110.0000,"10 Tkt Satty StackUp Turbo",139735590,3300,G,"2020-10-02 17:59:55"
1832328,0.0000,"Daily Freeroll PLO",144813397,0,,"2020-11-10 16:59:55"
