user,amount,date
5a66223505c13f001f0a1d8b,2027.0000,"2020-09-02 21:36:26.305373"
5a66336505c13f001f0a1d92,9000.0000,"2020-09-14 01:55:48.436323"
5a682f7b05c13f001f0a1e32,2000.0000,"2020-09-13 22:26:02.830921"
5a71c6f70c49df001a1fae59,628.0000,"2020-09-08 18:09:41.133009"
5a730bbd9cd4fa001af84aa0,2000.0000,"2020-09-01 08:04:18.113961"
5a76a5de1ed713001a8a62c6,163.0000,"2020-09-13 18:38:25.634017"
5a7af4f46efdd8001bb39340,63.3100,"2020-09-20 16:13:09.747764"
5a8433d8c753ca001cd01dd3,250.0000,"2020-09-05 20:27:59.025648"
5a88394d5f32e7001c024360,500.0000,"2020-09-04 19:04:52.534401"
5a8a4c1e8a66d8001d544067,1200.0000,"2020-09-04 22:42:57.628581"
5a8a71378a66d8001d54406f,18.0000,"2020-09-04 09:06:13.676434"
5a8aba7658f2ef001dc81b27,102.0000,"2020-10-18 16:32:07.149944"
5a8af16f58f2ef001dc81b30,300.0000,"2020-09-20 11:13:40.708809"
5a8fbbb658f2ef001dc81d48,921.4600,"2020-09-05 10:29:51.101723"
5a91575f54f1cb001a5ca594,4690.0000,"2020-10-04 19:16:48.204665"
5a93aa3058f2ef001dc81db2,1270.3500,"2020-09-04 14:32:24.400140"
5a9499b454f1cb001a5ca5e7,8000.0000,"2020-09-01 03:29:44.496499"
5a94e2e258f2ef001dc81ddc,1000.0000,"2020-09-01 12:21:19.500518"
5a94eeaa58f2ef001dc81de0,99999.0000,"2020-09-08 01:32:51.348533"
5a97c38c58f2ef001dc81e43,500.0000,"2020-09-21 21:49:14.636587"
5a98e00354f1cb001a5ca673,60637.0000,"2020-09-03 18:45:17.213874"
5a999bd758f2ef001dc81e7c,1735.0000,"2020-09-01 18:54:40.310887"
5a9a5e6b58f2ef001dc81e8e,1600.0000,"2020-10-22 11:22:19.571011"
5a9ab8fb5b84fb001a972631,45.0000,"2020-09-11 06:45:20.034239"
5a9b4be85b84fb001a97264a,1263.0000,"2020-09-04 00:56:40.576223"
5a9bd49c5b84fb001a972662,500.0000,"2020-09-01 00:45:53.902618"
5aa12598d2af75001b28e439,13322.0000,"2020-09-26 13:29:04.553306"
5aac007330d4cb001b08db7b,25000.0000,"2020-09-30 17:42:17.833806"
5aac126530d4cb001b08db82,100.0000,"2020-09-17 06:10:23.302348"
5aadf78030d4cb001b08dc40,400.0000,"2020-09-11 00:19:02.368947"
5aaf582e30d4cb001b08dcc1,2000.0000,"2020-10-21 19:44:00.813991"
5aaf6058d2af75001b28e721,1000.0000,"2020-09-22 14:40:08.558701"
5aaf8ff830d4cb001b08dcec,190000.0000,"2020-10-04 15:57:27.958195"
5ab071bc30d4cb001b08dd49,237.0000,"2020-11-03 02:37:27.656844"
5ab1c51630d4cb001b08dde3,115.0000,"2020-09-10 14:37:27.531159"
5ab213a230d4cb001b08de05,1362.5700,"2020-11-13 18:19:04.730469"
5ab3592ed3a2ef001a379553,4500.0000,"2020-10-11 19:44:32.002802"
5ab386abd3a2ef001a379576,2000.0000,"2020-09-03 23:57:02.364652"
5ab38c246dbeeb001a20a2fc,125000.0000,"2020-09-01 02:49:04.985611"
5ab53f1ad3a2ef001a379682,15700.0000,"2020-09-22 00:14:00.872534"
5ab69bdfd3a2ef001a379705,16000.0000,"2020-09-11 12:27:56.927330"
5ab763c06dbeeb001a20a4b8,1000.0000,"2020-09-04 13:21:34.722636"
5abb7302c6cb9e001d65ab56,7711.6000,"2020-09-03 09:05:05.336577"
5abbb042c6cb9e001d65ab68,3000.0000,"2020-09-14 21:46:30.453582"
5abc3d79c18440001a133c58,500.0000,"2020-09-26 12:31:04.470646"
5abdfecfc6cb9e001d65abfa,1600.0000,"2020-09-04 21:56:03.289154"
5abfa7c8c6cb9e001d65ac79,238.0000,"2020-09-02 18:34:42.981709"
5abfd39dc18440001a133d4f,9900.0000,"2020-09-21 00:22:39.426759"
5ac07d7ec6cb9e001d65acab,100000.0000,"2020-09-22 17:47:39.628713"
5ac0b5b0c6cb9e001d65acce,3750.0000,"2020-09-02 23:50:48.044765"
5ac21429c6cb9e001d65ad1f,251.0000,"2020-11-09 23:54:57.621746"
5ac32379c6cb9e001d65ad68,200.0000,"2020-09-11 10:57:20.639834"
5ac417fdc18440001a133e74,400.0000,"2020-10-29 06:05:47.939907"
5ac4c258c18440001a133ec5,42717.0000,"2020-09-19 03:38:34.556333"
5ac4c7fbc18440001a133eca,11.0000,"2020-09-22 03:09:57.914172"
5ac582c3c18440001a133f02,500.0000,"2020-10-15 00:03:18.675262"
5ac64cdcc6cb9e001d65aea6,2200.0000,"2020-10-10 10:57:40.402151"
5ac7b0cac6cb9e001d65af9d,2000.0000,"2020-11-04 17:49:46.004895"
5ac824bbc6cb9e001d65afd5,800.0000,"2020-10-14 18:37:36.696929"
5ac8ebeec18440001a134198,5000.0000,"2020-09-01 03:33:35.044675"
5ac9ca84c18440001a134209,355.0000,"2020-11-07 21:45:03.996220"
5ac9e184c18440001a134224,3490.0000,"2020-09-21 17:05:04.925118"
5aca6a15c6cb9e001d65b1c4,8000.0000,"2020-09-04 01:36:37.608516"
5acb767ce65b18001a7b5ec2,420.0000,"2020-10-12 10:58:05.731085"
5acc3b74015f2d001a12083a,40.0000,"2020-09-05 15:19:58.427371"
5ace4ceefaeba0001a50bc4a,1250.0000,"2020-10-18 19:16:26.668813"
5acf149cfaeba0001a50be0f,8500.0000,"2020-09-14 15:51:43.110009"
5ad07dbafaeba0001a50bed3,1823.0000,"2020-09-01 09:34:40.222561"
5ad0d524faeba0001a50befe,10000.0000,"2020-09-03 02:47:43.319601"
5ad0ef96faeba0001a50bf09,20.0000,"2020-09-08 22:42:22.750471"
5ad0f3b3faeba0001a50bf0e,800.0000,"2020-09-01 15:38:32.328182"
5ad3d6a7047b48001befcdcf,21277.0000,"2020-09-01 00:51:15.773706"
5ad45daffaeba0001a50c08c,5161.0000,"2020-09-30 16:37:18.889153"
5ad52b4cfaeba0001a50c21b,425.0000,"2020-11-14 01:15:47.444815"
5ad53972047b48001befcf9d,3500.0000,"2020-09-30 08:14:09.885516"
5ad55ae2047b48001befcfdb,1100.0000,"2020-09-21 19:54:00.793551"
5ad5674c047b48001befd003,1300.0000,"2020-09-01 19:38:59.798542"
5ad5c369047b48001befd16a,8400.0000,"2020-11-14 01:03:00.205390"
5ad61700047b48001befd2da,120.0000,"2020-09-06 22:57:56.549521"
5ad65215047b48001befd3dd,600.0000,"2020-10-03 13:16:52.337093"
5ad684d8047b48001befd3fe,101.0000,"2020-09-07 16:43:18.103748"
5ad75059047b48001befd5a2,200000.0000,"2020-09-01 17:15:18.295060"
5ad777e2047b48001befd691,100.0000,"2020-10-10 13:16:38.433176"
5ad79f18047b48001befd743,10738.0000,"2020-09-19 02:19:07.574764"
5ad7a0d2047b48001befd74a,31.9700,"2020-10-06 11:12:28.049184"
5ad7ee47047b48001befd7be,5000.0000,"2020-09-14 17:52:39.400273"
5ad812a5faeba0001a50cabe,300.0000,"2020-09-01 07:24:30.035469"
5ad84e17faeba0001a50cbf5,250.5500,"2020-11-13 04:58:22.515583"
5ad86d66047b48001befd9f2,200000.0000,"2020-10-18 21:24:27.545796"
5ad8d7a8faeba0001a50cde4,700.0000,"2020-09-30 23:34:42.849693"
5ad8e280047b48001befdb76,1200.0000,"2020-09-04 22:37:52.207693"
5adae125faeba0001a50d410,806.0000,"2020-09-17 15:21:37.434611"
5adae78d047b48001befe1aa,150000.0000,"2020-09-02 10:44:41.987122"
5adb003d047b48001befe22c,200.0000,"2020-09-02 23:15:41.642425"
5adb1547047b48001befe27b,2000.0000,"2020-09-01 16:17:09.691926"
5adb1dfe047b48001befe29e,1798.0000,"2020-11-10 00:12:22.962092"
5adb3f0d047b48001befe2dd,11.0000,"2020-09-13 18:34:52.519973"
5adb505bfaeba0001a50d581,900.0000,"2020-09-12 23:15:34.638894"
5adb50b8047b48001befe30d,751.0000,"2020-09-02 12:08:40.151308"
5adbe583047b48001befe3b3,22968.0000,"2020-09-28 12:46:13.648180"
5adbeb5b047b48001befe3bc,5000.0000,"2020-09-04 07:22:53.456846"
5adc5eeefaeba0001a50d778,500.0000,"2020-09-07 20:33:58.745867"
5adc7404faeba0001a50d7c1,1400.0000,"2020-09-03 16:17:49.929801"
5adc94b2faeba0001a50d809,1900.0000,"2020-09-03 02:40:10.336217"
5adda496faeba0001a50d9f2,777.0000,"2020-09-02 15:42:35.752086"
5addc2ee047b48001befe7c3,15500.0000,"2020-09-01 01:18:14.974879"
5adf6c36047b48001befe98c,400.0000,"2020-10-29 02:26:06.250481"
5ae0ff53047b48001befeac1,4000.0000,"2020-11-07 23:03:25.322150"
5ae106aa047b48001befeac3,1034.8900,"2020-09-20 02:50:47.599401"
5ae17353047b48001befeadd,1230.0000,"2020-09-18 16:47:07.030499"
5ae19603faeba0001a50dd6e,9500.0000,"2020-10-10 09:08:38.798600"
5ae42b9b047b48001befeba4,3923.0000,"2020-10-01 02:20:05.074914"
5ae42e67faeba0001a50de2f,1000.0000,"2020-09-02 16:16:15.728694"
5ae442e9faeba0001a50de4a,16593.0000,"2020-09-07 18:07:59.421897"
5aeb024f047b48001befed8d,850.0000,"2020-09-17 19:28:57.969019"
5aec5f3f047b48001befee43,1250.0000,"2020-09-08 22:07:30.057478"
5aecea50047b48001befee71,160.0000,"2020-09-24 13:18:25.317191"
5aef0593047b48001befef2a,1000.0000,"2020-10-13 18:53:50.259250"
5aef1a28faeba0001a50e160,300.0000,"2020-09-11 23:13:50.098925"
5af2081bfaeba0001a50e28d,14550.0000,"2020-09-27 19:28:35.002723"
5af2f915047b48001beff091,3500.0000,"2020-10-18 22:38:01.080176"
5af5dd71faeba0001a50e388,1500.0000,"2020-10-31 21:04:26.848816"
5af64ee9faeba0001a50e39e,500.0000,"2020-10-12 18:33:55.944666"
5af6cdb2047b48001beff1ad,500.0000,"2020-09-06 11:05:29.705588"
5af6fc02047b48001beff1cd,5305.0000,"2020-09-01 01:03:25.079799"
5af8578cfaeba0001a50e466,2500.0000,"2020-11-08 15:14:24.690502"
5af97fd0faeba0001a50e4de,6000.0000,"2020-09-03 18:25:39.365946"
5af9ab35047b48001beff2b4,206.0000,"2020-10-16 20:26:42.148062"
5afa98d2047b48001beff2f3,500.0000,"2020-09-29 01:18:13.343692"
5afbde11faeba0001a50e545,596.0000,"2020-09-05 15:27:18.430159"
5afc3643047b48001beff344,450.0000,"2020-09-01 14:25:16.864908"
5afc8971faeba0001a50e559,300.0000,"2020-10-05 07:58:11.126083"
5afdc8fa047b48001beff388,271.0000,"2020-09-23 10:52:32.001574"
5b0026dd047b48001beff406,900.0000,"2020-11-03 16:04:48.969000"
5b003e80047b48001beff40e,15100.0000,"2020-10-05 13:57:37.966339"
5b01582e047b48001beff44b,19000.0000,"2020-09-06 12:12:25.301997"
5b028e22047b48001beff48f,40.0000,"2020-10-04 12:23:33.091410"
5b03f8ac047b48001beff4e5,1804.0400,"2020-10-05 10:11:10.633663"
5b07920c047b48001beff632,500.0000,"2020-09-15 14:13:59.867764"
5b09dff2dcb473001a46e2e3,2500.0000,"2020-09-01 08:27:13.784639"
5b0aa2d7dcb473001a46e346,670.0000,"2020-11-08 02:27:20.247582"
5b0c38e408cff8001aacee58,3850.0000,"2020-11-09 01:36:10.976257"
5b0d45d7362cca001a3eeaae,250.0000,"2020-09-04 00:24:46.845356"
5b0da56f362cca001a3eeaf6,1200.0000,"2020-10-27 18:00:04.212504"
5b0f263a08cff8001aacf07c,7755.3800,"2020-10-16 01:11:51.750884"
5b0f84bd362cca001a3eecac,2983.0000,"2020-09-07 19:55:04.849952"
5b0f9d2708cff8001aacf0e2,9500.0000,"2020-09-06 22:35:34.460412"
5b0fa05808cff8001aacf0eb,2000.0000,"2020-09-05 18:15:45.403281"
5b0fd2f8362cca001a3eed19,804.0000,"2020-09-01 20:43:22.504823"
5b0ff18d362cca001a3eed47,820.0000,"2020-09-05 22:49:22.602983"
5b0ffd2e362cca001a3eed5b,15000.0000,"2020-09-05 18:27:20.946338"
5b10eca208cff8001aacf207,326.0000,"2020-10-19 23:03:50.770406"
5b10f531362cca001a3eee2a,300.0000,"2020-09-09 13:26:07.743830"
5b11337b362cca001a3eee7d,450.0000,"2020-10-03 02:51:52.332773"
5b1166cc362cca001a3eeec7,1800.0000,"2020-09-06 17:03:32.868230"
5b11f87208cff8001aacf2fa,2000.0000,"2020-09-08 14:11:30.561637"
5b13b12a08cff8001aacf3d3,383.0000,"2020-09-01 10:47:58.797706"
5b1584f208cff8001aacf448,435.0000,"2020-09-01 10:37:44.676561"
5b16364608cff8001aacf461,1099.0500,"2020-09-02 11:38:14.065909"
5b16afe2b0db95001a06b1ce,6000.0000,"2020-09-04 17:41:30.099030"
5b177aa077a58e001a0bbe3a,1900.0000,"2020-09-03 23:58:02.555702"
5b17d707b0db95001a06b22c,347.7500,"2020-09-26 18:05:39.588937"
5b17df1677a58e001a0bbe5a,5500.0000,"2020-09-01 23:25:32.914007"
5b17ec5777a58e001a0bbe5d,100.0000,"2020-09-01 15:09:22.555405"
5b18051ab0db95001a06b248,1000.0000,"2020-09-24 14:47:48.549038"
5b18bd92b0db95001a06b269,339.0000,"2020-10-04 14:38:55.101877"
5b190ccb77a58e001a0bbeb8,500.0000,"2020-09-11 15:13:56.714786"
5b1a9da2ce1425001a215bdd,100.0000,"2020-09-07 17:07:25.349873"
5b1ab2a9ce1425001a215be4,3000.0000,"2020-09-04 22:13:47.034467"
5b1ba5e394abe0001a3ea36a,100000.0000,"2020-09-02 23:06:04.708981"
5b1d0a5bce1425001a215c8a,200.0000,"2020-10-10 16:05:45.809859"
5b1eb2ad94abe0001a3ea46f,10000.0000,"2020-09-02 02:39:41.869915"
5b1f2e12ce1425001a215d35,38.0000,"2020-09-25 20:26:28.479636"
5b1fa3d9ca12bb001a4a5e20,200.0000,"2020-09-05 12:59:18.357389"
5b2071a7eeff26001a74d720,1500.0000,"2020-09-06 19:29:45.086534"
5b209883ca12bb001a4a5e55,5997.1300,"2020-09-08 02:47:17.460819"
5b20e2c5ca12bb001a4a5e7a,6000.0000,"2020-09-03 11:05:00.210861"
5b20f079eeff26001a74d74a,48627.5300,"2020-09-09 19:05:21.339109"
5b21575eeeff26001a74d776,4134.0000,"2020-10-09 21:14:59.390339"
